id,label
1,0.9999288320541382
2,0.999998927116394
3,0.9994491934776306
4,0.9991834759712219
5,4.381990038382355e-06
6,7.048329848657886e-07
7,8.098093218222857e-08
8,1.586686266819015e-05
9,8.430514571955428e-05
10,2.3664013042434817e-06
11,1.696779428073114e-08
12,0.9998928308486938
13,2.949664576590294e-06
14,0.04444074630737305
15,1.7795471762838133e-07
16,2.798408422677312e-05
17,0.6937869191169739
18,0.9999980926513672
19,2.613395055917067e-10
20,7.262003055075184e-05
21,0.9999762773513794
22,0.0001751937816152349
23,0.9999791383743286
24,0.9998908042907715
25,1.6604106178874645e-07
26,0.9999945163726807
27,0.999944806098938
28,1.6555020465602865e-08
29,0.4104507267475128
30,0.9999877214431763
31,0.9999949932098389
32,0.8205652832984924
33,0.9976154565811157
34,1.0713630871350688e-07
35,6.146714071064707e-08
36,0.00035748042864724994
37,5.195396557411414e-09
38,3.122578164038714e-06
39,0.9878557324409485
40,1.0293136256223079e-05
41,0.9995198249816895
42,0.9999996423721313
43,0.9999995231628418
44,0.9995867609977722
45,5.923528192397498e-07
46,0.9982701539993286
47,8.186020181710774e-07
48,0.9996969699859619
49,0.9999996423721313
50,2.6316200091969222e-05
51,1.757217149567225e-09
52,1.8173524551912124e-07
53,5.8353442000225186e-05
54,0.00035425645182840526
55,8.783589146332815e-05
56,0.9982182383537292
57,0.9999978542327881
58,3.4107161539509434e-09
59,0.9933633804321289
60,5.185911140870303e-05
61,2.104222949128598e-05
62,0.9376617670059204
63,8.876865109641585e-08
64,0.0004554524493869394
65,0.9998286962509155
66,0.989621639251709
67,0.9995713829994202
68,2.165309265222959e-09
69,0.9999563694000244
70,1.0
71,0.9707008004188538
72,0.9999982118606567
73,0.9999992847442627
74,0.9999897480010986
75,0.024138368666172028
76,0.9943972826004028
77,0.9999904632568359
78,0.9991078972816467
79,0.9991010427474976
80,1.1646177426882787e-06
81,0.007742044981569052
82,4.795104905497283e-05
83,0.9999997615814209
84,0.0009652987355366349
85,0.99989914894104
86,0.9673598408699036
87,0.9998916387557983
88,0.9999997615814209
89,2.6331422304792795e-06
90,0.0011926265433430672
91,0.03156782314181328
92,7.232518584032732e-09
93,1.8321772586205043e-05
94,0.9999998807907104
95,0.9999998807907104
96,5.5411430999186e-10
97,0.9999117851257324
98,0.9949430823326111
99,4.747738557853154e-08
100,0.0018577699083834887
101,0.004398736171424389
102,0.9999659061431885
103,2.1579413811423365e-09
104,6.288902909545868e-08
105,0.9994348883628845
106,0.9999918937683105
107,1.3226591022430512e-07
108,5.678735033143312e-05
109,0.9982144832611084
110,0.9999996423721313
111,0.9999353885650635
112,0.9999608993530273
113,0.9891546368598938
114,0.00015988190716598183
115,6.410739672446653e-08
116,2.496787601558026e-05
117,2.941391585409292e-06
118,0.9999997615814209
119,0.9997345805168152
120,0.0015507799107581377
121,0.0032871938310563564
122,3.235435741544279e-08
123,2.2767858354200143e-06
124,1.1806587707496874e-08
125,1.9413961126701906e-05
126,0.9696849584579468
127,0.9999700784683228
128,3.49778623842667e-08
129,6.467332696047379e-07
130,0.9912661910057068
131,0.9999967813491821
132,0.9977872371673584
133,6.254637992242351e-05
134,3.4780743590090424e-05
135,7.3956347712567094e-09
136,6.411170761566609e-05
137,1.0
138,0.30308935046195984
139,7.332792392844567e-06
140,2.9757811716990545e-05
141,6.812115771026583e-06
142,0.995798647403717
143,0.9998179078102112
144,0.007580433040857315
145,2.86522435999359e-07
146,1.0
147,0.9997077584266663
148,0.18804635107517242
149,2.474634470672754e-07
150,9.403310832567513e-05
151,0.9996242523193359
152,4.025032012577867e-06
153,2.705374129163829e-07
154,7.593140708195278e-06
155,0.999123752117157
156,7.123379930362717e-08
157,6.000936991767958e-07
158,0.9995231628417969
159,0.9999984502792358
160,0.9998170733451843
161,8.281315189151428e-08
162,7.247932103382482e-07
163,1.187716861750232e-06
164,0.99813312292099
165,0.0010925865499302745
166,0.0013557842466980219
167,0.9919065237045288
168,1.955805146280909e-06
169,1.4479005585599225e-06
170,3.197121714038076e-06
171,0.00023524323478341103
172,0.9999033212661743
173,0.9915806651115417
174,3.4994886277672776e-07
175,0.9999778270721436
176,0.999998927116394
177,0.999991774559021
178,0.9998465776443481
179,0.9175652265548706
180,1.3927171416128203e-08
181,0.9999903440475464
182,0.9997081160545349
183,1.0756871233752463e-06
184,0.0006875640829093754
185,3.550681140040979e-05
186,2.18016452890879e-06
187,6.417367526267981e-09
188,4.1932199934535674e-09
189,0.07134879380464554
190,0.9999948740005493
191,2.5124171187940192e-08
192,1.3781807865598239e-05
193,8.49939988256665e-06
194,9.48395598165952e-11
195,0.9998952150344849
196,0.9998433589935303
197,0.9220646023750305
198,4.68570902967258e-07
199,0.9998258948326111
200,0.648245096206665
201,0.9999990463256836
202,1.7489292076788843e-06
203,0.9999921321868896
204,0.9999995231628418
205,6.667866703224945e-09
206,1.8915405235020444e-05
207,0.9998759031295776
208,0.00012998843158129603
209,0.00010412233677925542
210,6.361733806414804e-09
211,0.9999998807907104
212,0.999322772026062
213,0.01771758310496807
214,0.9999865293502808
215,0.9999984502792358
216,0.99955815076828
217,0.9999970197677612
218,1.0200497335688397e-08
219,0.9999933242797852
220,0.9995360374450684
221,6.719520024489611e-05
222,0.9999804496765137
223,0.9999997615814209
224,1.5331785618855065e-08
225,0.9993470311164856
226,0.9987277388572693
227,0.9997465014457703
228,5.586085080722114e-06
229,0.999998927116394
230,0.00023024776601232588
231,0.9998363256454468
232,0.09627951681613922
233,6.944915185158607e-06
234,0.02696523442864418
235,0.9999996423721313
236,0.9949052333831787
237,3.626770661568912e-09
238,0.9289629459381104
239,3.7701106236909254e-08
240,0.9997850060462952
241,0.9999876022338867
242,0.9999654293060303
243,2.178755266868393e-06
244,0.9942733645439148
245,0.9999939203262329
246,0.0022704494185745716
247,0.9999469518661499
248,2.667128917721584e-08
249,0.000118867406854406
250,0.999998927116394
251,0.9999998807907104
252,4.5965997674812797e-10
253,0.9997139573097229
254,8.425105988862924e-06
255,0.054557375609874725
256,2.407398642390035e-05
257,0.9999929666519165
258,0.9999998807907104
259,6.7429755290504545e-06
260,2.0472579365105048e-07
261,8.007067663129419e-06
262,0.9948359727859497
263,3.24145389640762e-06
264,7.890677807154134e-05
265,0.9980176687240601
266,2.2247481634707356e-09
267,2.8579698607700266e-08
268,1.1519721176966868e-08
269,0.9993508458137512
270,0.9999998807907104
271,0.9999161958694458
272,2.371344180573942e-06
273,0.9986696243286133
274,1.178578623584059e-10
275,0.00026756137958727777
276,0.999897837638855
277,0.9978653788566589
278,2.454873424539983e-07
279,4.977568579533909e-09
280,0.999994158744812
281,0.991071343421936
282,0.9999971389770508
283,3.2817634831872056e-08
284,0.9999984502792358
285,3.6154362987872446e-06
286,0.9999970197677612
287,1.4853361207656235e-08
288,5.568509777731379e-07
289,0.9999228715896606
290,8.366392648895271e-06
291,2.6626566977938637e-06
292,0.9999939203262329
293,0.9994727969169617
294,0.39527463912963867
295,4.438093583303271e-06
296,0.9999988079071045
297,0.9999995231628418
